,text
1935,"Marceline says Even back when we weren't talking, I was so afraid something bad would happen to you, and I wouldn't be there to protect you. And... inhales I don't want to lose you again."
1936,"Princess Bubblegum says Hey, I'm a tough gum. Nothing never happening to me, never."
1937,"Marceline says I know, I... Girl, you phrased that so weird."
1938,Princess Bubblegum says I might have a concussion.
1939,Marceline chuckles and they kiss each other.
1940,Cake Person shattered says Uh-oh. The demon starts to regenerate itself.
1941,"Finn, Ice King, and Betty are in a red, cuboid room inside GOLB as they wake up."
1942,Ice King says Owie!
1943,The rubies on Ice King's crown fade.
1944,"Betty says Simon, your crown!"
1945,"Ice King says What... glitches as he loses the characteristics of Ice King ...happened, lady? glitches continue"
1946,"Betty says Don't panic, but I think Golb is digesting us. glitches Breaking us apart, layer by layer,  glitches again, and becomes a normal Betty ...down to our essential forms."
1947,"The room start to compress inward; Finn, Ice King and Betty yelp."
1948,Finn says I'll get us outta here. Knocks the wall
1949,Ice King says Transformed back to Simon Betty...?
1950,"Betty says Sheds tears It's good to see you, Simon."
1951,Simon says It's good to be seen. Kisses Betty
1952,"Finn says Hey, Ice Simon! Use the crown before we're totally crushed!"
1953,Simon tries to yield ice magic but nothing happens.
1954,"Simon says It's not working! Yah! throws the crown to the ground Finn, it's hopeless. You can't punch your way out of his guts."
1955,"Outside, the Gumball Guardian snaps the head of The Cake and roars. Everyone else are exhausted by the battle. And GOLB's monster march away from the battlefield"
1956,"Jake says Stretches; follows them Okay, Jake. You can do this! You can stop 'em solo! Turning into a blue form They'll be talking about this fight for years! And by ""they,"" I mean BMO and Shelby. punches and tangles the demon Finn! This is for you!"
1957,"Jake is soon smashed to the ground by the Gumball Guardian. He gets up, struggling in pain."
1958,BMO says What's all the ruckus out there? Oh. It's up to BMO to save the -
1959,"The Tree Fort is punched by the demon, collapsing. Jake stares this, gasping in a complete horror."
1960,"The monsters leave. Jake reaches the ruins, looking around with choked gasps, and then he shrinks himself on a broken clock."
1961,"Jake says Okay, bud. There's no reason to freak out just because the tree house is despairing GONE...! Pants Ah! BMO...? Ah no, man! Your little face! Shushed and picked up by BMO"
1962,"BMO says It's okay, Jake. You always try to protect me and Finn. But sometimes we are going to get hurt. How about today, you let me be the papa?"
1963,BMO sings Time Adventure.
1964,"BMO says  ♪ ""Time is an illusion that helps things make sense, so we are always living in the present tense. It seems unforgiving when a good thing ends, but you and I will always be back then. You and I will always be back then. Singing will happen, happening, happened; will happen, happening, happened. And we'll happen again and again, 'cause you and I will always be back then - """
1965,The demon tries to reach BMO but is rejected. It screeches
1966,"BMO says con'd ""... you and I will always be back then."" ♪"
1967,The demon tries again but same thing happens.
1968,Princess Bubblegum says Whoa. What's up with him?
1969,BMO says To demon You better hush up while my baby boy is sleeping!
1970,Princess Bubblegum says Keep singing!
1971,"BMO says Okay! singing ♪ ""Will happen, Princess Bubblegum and Marceline sing along happening, happened. Will happen, happening, happened. And we'll happen again and again, 'cause you and I will always be back then."" ♪"
1972,Marceline says Oh man! He hates music!
1973,"Princess Bubblegum says Ugh, duh! GOLB is discord. It's the harmony! Harmony hurts them!"
1974,BMO says My art is a weapon!
1975,Princess Bubblegum says Announcing from the sky Everyone! I need you all to harmonize along with BMO!
1976,"BMO says I wrote this for my son, Jake!"
1977,"People join the sing-along one by one, paralyzing GOLB's monsters. Jake turns into a megaphone, creating a hole from GOLB's chest."
1978,"Marceline says I don't know if we can kill Golb with music, PB!"
1979,"Inside GOLB, Finn is still trying to smash the room open with the crown, screaming, but soon he tires himself out."
1980,Finn says Pants I always figured I'd go out saving somebody.
1981,"Simon says Hey, no one gets to choose how it happens. The most important thing is that we're here together."
1982,"Finn says Pants Shh, shh! Do you hear that? It sounds like Jake. Looking through a small hole Oh-ho, it is Jake! Look, we can leave this way!"
1983,"Simon says Betty, we're saved!"
1984,"Betty says Go, there's something I have to do first."
1985,Simon says What!?
1986,"Betty says I figured out what's wrong with the crown. It reset, just like us. It's in its primal wishing form now."
1987,Simon says Who cares! Leave it!
1988,Betty says This world will end unless GOLB is banished. So I'm gonna make... the wish.
1989,"Finn says Guys, it's clenching!"
1990,Simon says We'll make the wish after we escape!
1991,Betty says I have to do it here. The crown could revert once we leave. I gamed it out.
1992,Simon says But I can't... kissed by Betty
1993,Betty says I'm sorry for messing everything up. shoves Simon and Finn into the hole.
1994,Simon says Wait! Betty? Betty!  echoing
1995,Betty puts on the crown nervously.
1996,Betty says I wish to banish GOLB from this world.
1997,"There's a noise and the room shakes, but nothing else happens. The room keeps compressing."
1998,"Betty says Uh-oh, um... I wish for GOLB to disappear, I wish for GOLB to disappear!"
1999,The wish fails again.
2000,Betty says No! He's too strong! Even for the crown. heavily breathes; calms down However it has to happen. ...I wish for the power to keep Simon safe.
2001,"Outside the shrinking hole, Marceline and Jake are waiting."
2002,"Marceline says Slide faster, you ding-dongs! Brings Simon down gently Simon!"
2003,"The ground shakes. The Gumball Guardian stops chasing Duke of Nuts, Cinnamon Bun and Lolly. Suddenly a strong blast of energy comes out from GOLB, blurring the scenery around, and the monstrous Gumball Guardian is wiped out from existence."
2004,"Shelby says Hmm, check, plea- overwhelmed by the blast"
2005,Ancient Psychic Tandem War Elephant says We heard there was a war- the demon before them is gone.
2006,"Finn says She did it! Yeah, Betty! Whoo!"
2007,GOLB itself is having a drastic change too.
2008,King Man says What has she done?...
2009,"GOLB is growing longer limbs, end up having a striking resemblance with Magic Betty - ""Golbetty"" is formed. It looks down, levitating."
2010,"Slime Princess says Well, great! I don't like this guy either!"
2011,"Simon says No... Betty? Betty! runs forward Betty! Oh my, my Betty, my princess, why did you... sobs on knees"
2012,Marceline says You're back. It's what she wanted more than anything in the world.
2013,"GOLB looks up and rises into the portal, leaving Land of Ooo. As the portal closes, the Ice King's crown drops and bounces toward Gunter, who puts it own."
2014,Gunter says Wenk.
2015,Jake says Jump him! He's gonna wish to be all space villain!
2016,Neptr says What?
2017,Jake says He's a big evil alien stuck in a penguin!
2018,Neptr says Oh!... I see.
2019,Gunter suddenly honks in weird noises as she merges with the crown. A new creature is formed - the Ice Thing.
2020,"Ice Thing says ... la-ba-droo-la-da-boo! Say, where's Gunter, my beautiful child that I love?"
2021,"Jake says Oh, never mind, I think he just wished to be Ice King?"
2022,Ice Thing plays drums.
2023,"Jake says And for some drums, I guess? Yeah, this is fine."
2024,Finn says Whew.
2025,"Fern says Grabs Finn's leg Hey, Finn... I'm not doing so good."
2026,"Finn says Oh, no."
2027,"Fern says Yeah... takes off his hat, revealing his hair I just wish I could see the treehouse one more time."
2028,"Finn says Yeah dude, of course! Let's go there right now."
2029,Fern says That's okay... Just promise to plant me there.
2030,"Fern's grassy remains are blown away by a gust of wind, and Finn cries. In Finn's hand, there's a small Finnseed, resembling the Finn Sword."
2031,"Later, Finn and Jake kneels to the ground near the ruins of Tree Fort."
2032,Jake says You feel ready?
2033,"Finn buries the Finnseed, which quickly grows into a young willow tree."
2034,Jake says Whoa.
2035,There's a new Finn Sword embedded in trunk.
2036,"Princess Bubblegum says Hey, Finn."
2037,"Finn says Shrieks like a girl; stops soon Excuse me. Hi, PB."
2038,"Princess Bubblegum says I just wanted to come say... thank you for disobeying my orders this morning. I'll see you tomorrow, okay? kisses Finn"
2039,Finn says See you tomorrow.
2040,Princess Bubblegum says You're getting tall. Good night!
2041,"Jake says Night, PB!"
2042,The story ends.
2043,BMO says That's the end.
2044,Shermy says I thought this story was about the end of Ooo.
2045,BMO says ... Pretty much.
2046,Shermy says But what happened to Phil and Jake after that?
2047,Beth says Or Princess Bubblegum?
2048,"BMO says Eh, y'know. They kept living their lives. Thank you for visiting the King of Ooo, goodbye."
2049,"Beth says The king was very polite for a king, don't you think?"
2050,"Shermy says I wish we could find that little Fern tree, see if that story is true."
2051,"Beth says The tree would be a big tree now. It's, like, a thousand years old."
2052,"Shermy says Oh, a big tree... Hey! I know where that tree is! C'mon, Beth!"
2053,Cuts to a sky of present Land of Ooo.
2054,Finn says I came pretty close to biting it back there. I never would have gotten out of there without your singing. It's amazing how strong that song was.
2055,"Jake says Music is powerful, man. It speaks to a primal pit in our brains. It makes anyone wanna get up and get their knees goin', gotta get 'em pumpin' pumpin' pumpin'. Boompa-boompa-boom."
2056,"Finn says Chuckles What do you think, Music Hole?"
2057,"Music Hole says Jake's right. A good song can really wrap people up in a mood, better than any words alone could. Actually, I've been working on a new song myself. It's about a really specific feeling that's hard to describe. Would you like to hear it?"
2058,Jake says Sure!
2059,Finn says Yeah!
2060,"The Music Hole clears her voice, and the Ending Theme is played. Meanwhile, for numerous characters throughout the series, the aftermath of the war is also displayed with the music."
2061,Cuts back to the future Fern tree. Shermy and Beth reach the treetop.
2062,"Shermy says Check it out, dude."
2063,Beth says Very pretty.
2064,"Shermy grunts as he trying to pull out the Finn Sword, it doesn't move until Beth helps Shermy. Shermy appreciates the sword in awe."
2065,"Beth says Lift that sword, Shermy."
